n_secs,dim,filename,loca_type,data_split
20001,70,1.5inch-#2000_csv_Run-648.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-802.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1097.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1364.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-114.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-262.parquet,1.5inch,val
18764,70,1.5inch-#2000_csv_Run-511.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-1925.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1935.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1677.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1256.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1789.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1188.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-120.parquet,1.0inch,test
20001,70,1.5inch-#2000_csv_Run-089.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-293.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1816.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1438.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-499.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-851.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1720.parquet,1.5inch,train
11421,70,1.5inch-#2000_csv_Run-1164.parquet,1.5inch,train
13935,70,1.5inch-#2000_csv_Run-904.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-1820.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-352.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-1199.parquet,1.5inch,train
10507,70,1.5inch-#2000_csv_Run-502.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-958.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1867.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1732.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1501.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-694.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-605.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-1596.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1878.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1628.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-642.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-210.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1887.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1629.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1806.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-473.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1349.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-488.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1040.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-323.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-543.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1050.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-1597.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1163.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-958.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1171.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-530.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-055.parquet,1.0inch,test
18203,70,1.5inch-#2000_csv_Run-442.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1378.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-784.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1116.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-911.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-1620.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1247.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-927.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1074.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-1586.parquet,1.5inch,train
13495,70,1.5inch-#2000_csv_Run-1398.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-393.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-014.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-1964.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1614.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-731.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-546.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-579.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1763.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1152.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1927.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-268.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-972.parquet,0.5inch,train
19844,70,1.5inch-#2000_csv_Run-1752.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-1122.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-985.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1476.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-1829.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1441.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1294.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-395.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1533.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-564.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-1639.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1949.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1857.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1813.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-663.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-1203.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1471.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1250.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-896.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-969.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1090.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1821.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-388.parquet,0.5inch,test
20001,70,1.5inch-#2000_csv_Run-538.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-1926.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-672.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-636.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1543.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-065.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-893.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1948.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1881.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-561.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-222.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-133.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1760.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1174.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1454.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1703.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-846.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1380.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1843.parquet,0.5inch,train
18162,70,1.5inch-#2000_csv_Run-1218.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-1502.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1620.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1052.parquet,1.0inch,train
18164,70,1.5inch-#2000_csv_Run-1548.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-690.parquet,1.0inch,test
16161,70,1.5inch-#2000_csv_Run-805.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-181.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-555.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-1879.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-105.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-256.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-977.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1190.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-286.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1147.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1388.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-800.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-195.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1681.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1276.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-502.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1153.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-508.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-611.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-691.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1463.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-709.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-256.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-1426.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-901.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-821.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-113.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-942.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-409.parquet,1.0inch,test
20001,70,1.0inch-#2000_csv_Run-1028.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-342.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-316.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1991.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-873.parquet,0.5inch,test
20001,70,1.5inch-#2000_csv_Run-1717.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1271.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-1763.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1488.parquet,1.0inch,train
11143,70,1.5inch-#2000_csv_Run-594.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-350.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1896.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-082.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-415.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-182.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1739.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-652.parquet,0.5inch,test
20001,70,0.5inch-#2000_csv_Run-836.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-1461.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1634.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1903.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-595.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-887.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-936.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1284.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-038.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1386.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-976.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-1929.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1641.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-339.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1375.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-170.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-121.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1475.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-1886.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1537.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1183.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-393.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-615.parquet,1.0inch,test
20001,70,0.5inch-#2000_csv_Run-565.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1340.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1114.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1257.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1441.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1343.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-947.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-606.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1670.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1964.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-025.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-417.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-395.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1349.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-816.parquet,0.5inch,val
19906,70,1.5inch-#2000_csv_Run-1978.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-215.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-1911.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-924.parquet,1.5inch,train
19017,70,1.5inch-#2000_csv_Run-1527.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1004.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1006.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-148.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-813.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1383.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-320.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1135.parquet,1.0inch,train
18211,70,1.5inch-#2000_csv_Run-1415.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-014.parquet,1.5inch,test
20001,70,0.5inch-#2000_csv_Run-429.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1397.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-100.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1652.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-690.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-192.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1670.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-755.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1420.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1629.parquet,1.0inch,val
19593,70,1.5inch-#2000_csv_Run-1108.parquet,1.5inch,train
19798,70,1.5inch-#2000_csv_Run-925.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1794.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1133.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-254.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1189.parquet,0.5inch,test
12699,70,1.5inch-#2000_csv_Run-1122.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1894.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1436.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1707.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-616.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1815.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-988.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1246.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-1198.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1729.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-1710.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1502.parquet,0.5inch,train
12211,70,1.5inch-#2000_csv_Run-454.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-068.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1470.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1213.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1974.parquet,0.5inch,train
15564,70,1.5inch-#2000_csv_Run-1324.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1147.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-549.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1021.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-364.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-399.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1184.parquet,1.0inch,test
20001,70,1.0inch-#2000_csv_Run-1410.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1129.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-996.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-686.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-348.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-163.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-248.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1252.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-259.parquet,1.5inch,train
19853,70,1.5inch-#2000_csv_Run-1393.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-372.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-750.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-909.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-780.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-1282.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-1896.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1419.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-658.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-088.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-514.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-222.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-022.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-621.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-747.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1723.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-130.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-207.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1604.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-171.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-720.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-059.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1214.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-883.parquet,1.0inch,val
20001,70,0.5inch-#2000_csv_Run-1830.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1393.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-137.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1905.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1421.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1146.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-892.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1821.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1060.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1751.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1771.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-402.parquet,0.5inch,val
20001,70,1.0inch-#2000_csv_Run-1967.parquet,1.0inch,val
20001,70,1.0inch-#2000_csv_Run-330.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1358.parquet,0.5inch,test
20001,70,1.0inch-#2000_csv_Run-147.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-658.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-170.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1240.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-306.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-400.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-1799.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1752.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1324.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1083.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-072.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-946.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-934.parquet,0.5inch,val
20001,70,1.5inch-#2000_csv_Run-1216.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1893.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-449.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-001.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-195.parquet,1.5inch,val
20001,70,0.5inch-#2000_csv_Run-124.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-819.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1379.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-618.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-221.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1425.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1014.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1552.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-551.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-487.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-884.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-248.parquet,1.0inch,val
20001,70,1.5inch-#2000_csv_Run-1128.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-1527.parquet,1.0inch,train
10409,70,1.5inch-#2000_csv_Run-1192.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1929.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-871.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-475.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-655.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-258.parquet,1.0inch,train
12047,70,1.5inch-#2000_csv_Run-1345.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1123.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-108.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1065.parquet,1.5inch,train
20001,70,1.5inch-#2000_csv_Run-1888.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-991.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1039.parquet,1.5inch,train
11604,70,1.5inch-#2000_csv_Run-1207.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-347.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1249.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1402.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-220.parquet,1.5inch,val
20001,70,1.0inch-#2000_csv_Run-065.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1965.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-1683.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-1379.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1422.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-783.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1380.parquet,1.0inch,train
20001,70,0.5inch-#2000_csv_Run-282.parquet,0.5inch,train
20001,70,1.0inch-#2000_csv_Run-1434.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1950.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-361.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-862.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-670.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1401.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1546.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-304.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1732.parquet,0.5inch,train
17376,70,1.5inch-#2000_csv_Run-1557.parquet,1.5inch,train
20001,70,1.0inch-#2000_csv_Run-324.parquet,1.0inch,train
20001,70,1.0inch-#2000_csv_Run-903.parquet,1.0inch,train
20001,70,1.5inch-#2000_csv_Run-1106.parquet,1.5inch,train
20001,70,0.5inch-#2000_csv_Run-1115.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1604.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1356.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-721.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-695.parquet,0.5inch,train
20001,70,0.5inch-#2000_csv_Run-1019.parquet,0.5inch,val
20001,70,0.5inch-#2000_csv_Run-1632.parquet,0.5inch,train
20001,70,1.5inch-#2000_csv_Run-1609.parquet,1.5inch,val
20001,70,1.5inch-#2000_csv_Run-744.parquet,1.5inch,train
15756,70,1.5inch-#2000_csv_Run-425.parquet,1.5inch,test
20001,70,1.5inch-#2000_csv_Run-199.parquet,1.5inch,train
